,score,elapsedTime,transformApplied,maxIterations,convergTol,n_neighbors,weight,algorithm,metric,power
3851,0.8098415346121768,0.2562,True,30,0.001,3,uniform,auto,minkowski,2
5771,0.8098415346121768,0.2584,True,40,0.01,3,uniform,auto,minkowski,2
2696,0.8098415346121768,0.2589,True,20,0.01,3,uniform,brute,minkowski,2
1931,0.8098415346121768,0.2598,True,20,0.0001,3,uniform,auto,minkowski,2
776,0.8098415346121768,0.2612,True,10,0.001,3,uniform,brute,minkowski,2
4619,0.8098415346121768,0.2613,True,40,1e-05,3,uniform,auto,minkowski,2
3467,0.8098415346121768,0.2621,True,30,0.0001,3,uniform,auto,minkowski,2
1547,0.8098415346121768,0.263,True,20,1e-05,3,uniform,auto,minkowski,2
1928,0.8098415346121768,0.2645,True,20,0.0001,3,uniform,brute,minkowski,2
3083,0.8098415346121768,0.2649,True,30,1e-05,3,uniform,auto,minkowski,2
3464,0.8098415346121768,0.2653,True,30,0.0001,3,uniform,brute,minkowski,2
3848,0.8098415346121768,0.2667,True,30,0.001,3,uniform,brute,minkowski,2
4616,0.8098415346121768,0.268,True,40,1e-05,3,uniform,brute,minkowski,2
2315,0.8098415346121768,0.2688,True,20,0.001,3,uniform,auto,minkowski,2
7304,0.8098415346121768,0.2704,True,50,0.01,3,uniform,brute,minkowski,2
11,0.8098415346121768,0.273,True,10,1e-05,3,uniform,auto,minkowski,2
6539,0.8098415346121768,0.2731,True,50,0.0001,3,uniform,auto,minkowski,2
8,0.8098415346121768,0.2741,True,10,1e-05,3,uniform,brute,minkowski,2
1544,0.8098415346121768,0.2744,True,20,1e-05,3,uniform,brute,minkowski,2
2699,0.8098415346121768,0.2754,True,20,0.01,3,uniform,auto,minkowski,2
6923,0.8098415346121768,0.2757,True,50,0.001,3,uniform,auto,minkowski,2
4232,0.8098415346121768,0.2774,True,30,0.01,3,uniform,brute,minkowski,2
4235,0.8098415346121768,0.2774,True,30,0.01,3,uniform,auto,minkowski,2
6155,0.8098415346121768,0.2807,True,50,1e-05,3,uniform,auto,minkowski,2
5003,0.8098415346121768,0.2817,True,40,0.0001,3,uniform,auto,minkowski,2
6920,0.8098415346121768,0.282,True,50,0.001,3,uniform,brute,minkowski,2
2312,0.8098415346121768,0.2837,True,20,0.001,3,uniform,brute,minkowski,2
5387,0.8098415346121768,0.2845,True,40,0.001,3,uniform,auto,minkowski,2
6152,0.8098415346121768,0.2857,True,50,1e-05,3,uniform,brute,minkowski,2
1163,0.8098415346121768,0.2885,True,10,0.01,3,uniform,auto,minkowski,2
1160,0.8098415346121768,0.292,True,10,0.01,3,uniform,brute,minkowski,2
5384,0.8098415346121768,0.3073,True,40,0.001,3,uniform,brute,minkowski,2
392,0.8098415346121768,0.3162,True,10,0.0001,3,uniform,brute,minkowski,2
395,0.8098415346121768,0.3321,True,10,0.0001,3,uniform,auto,minkowski,2
6536,0.8098415346121768,0.5037,True,50,0.0001,3,uniform,brute,minkowski,2
386,0.8098415346121768,1.7497,True,10,0.0001,3,uniform,ball_tree,minkowski,2
6914,0.8098415346121768,1.7929,True,50,0.001,3,uniform,ball_tree,minkowski,2
4994,0.8098415346121768,1.8408,True,40,0.0001,3,uniform,ball_tree,minkowski,2
3842,0.8098415346121768,1.8427,True,30,0.001,3,uniform,ball_tree,minkowski,2
2690,0.8098415346121768,1.8586,True,20,0.01,3,uniform,ball_tree,minkowski,2
3074,0.8098415346121768,1.8596,True,30,1e-05,3,uniform,ball_tree,minkowski,2
6530,0.8098415346121768,1.8608,True,50,0.0001,3,uniform,ball_tree,minkowski,2
3458,0.8098415346121768,1.8761,True,30,0.0001,3,uniform,ball_tree,minkowski,2
5762,0.8098415346121768,1.9213,True,40,0.01,3,uniform,ball_tree,minkowski,2
770,0.8098415346121768,1.9364,True,10,0.001,3,uniform,ball_tree,minkowski,2
7298,0.8098415346121768,1.9834,True,50,0.01,3,uniform,ball_tree,minkowski,2
1538,0.8098415346121768,2.0233,True,20,1e-05,3,uniform,ball_tree,minkowski,2
1922,0.8098415346121768,2.046,True,20,0.0001,3,uniform,ball_tree,minkowski,2
4610,0.8098415346121768,2.1563,True,40,1e-05,3,uniform,ball_tree,minkowski,2
4226,0.8098415346121768,2.2436,True,30,0.01,3,uniform,ball_tree,minkowski,2
2,0.8098415346121768,2.2848,True,10,1e-05,3,uniform,ball_tree,minkowski,2
6146,0.8098415346121768,2.3416,True,50,1e-05,3,uniform,ball_tree,minkowski,2
2306,0.8098415346121768,2.3417,True,20,0.001,3,uniform,ball_tree,minkowski,2
5378,0.8098415346121768,2.4647,True,40,0.001,3,uniform,ball_tree,minkowski,2
5765,0.8098415346121768,2.489,True,40,0.01,3,uniform,kd_tree,minkowski,2
4997,0.8098415346121768,2.5085,True,40,0.0001,3,uniform,kd_tree,minkowski,2
6533,0.8098415346121768,2.5299,True,50,0.0001,3,uniform,kd_tree,minkowski,2
2693,0.8098415346121768,2.5374,True,20,0.01,3,uniform,kd_tree,minkowski,2
3845,0.8098415346121768,2.5476,True,30,0.001,3,uniform,kd_tree,minkowski,2
3077,0.8098415346121768,2.5529,True,30,1e-05,3,uniform,kd_tree,minkowski,2
773,0.8098415346121768,2.5608,True,10,0.001,3,uniform,kd_tree,minkowski,2
4613,0.8098415346121768,2.5611,True,40,1e-05,3,uniform,kd_tree,minkowski,2
6917,0.8098415346121768,2.5791,True,50,0.001,3,uniform,kd_tree,minkowski,2
3461,0.8098415346121768,2.6022,True,30,0.0001,3,uniform,kd_tree,minkowski,2
1541,0.8098415346121768,2.618,True,20,1e-05,3,uniform,kd_tree,minkowski,2
1925,0.8098415346121768,2.6517,True,20,0.0001,3,uniform,kd_tree,minkowski,2
1154,0.8098415346121768,2.7226,True,10,0.01,3,uniform,ball_tree,minkowski,2
5381,0.8098415346121768,2.7308,True,40,0.001,3,uniform,kd_tree,minkowski,2
5,0.8098415346121768,2.7465,True,10,1e-05,3,uniform,kd_tree,minkowski,2
4229,0.8098415346121768,2.7559,True,30,0.01,3,uniform,kd_tree,minkowski,2
2309,0.8098415346121768,2.7734,True,20,0.001,3,uniform,kd_tree,minkowski,2
6149,0.8098415346121768,2.7935,True,50,1e-05,3,uniform,kd_tree,minkowski,2
7301,0.8098415346121768,2.8772,True,50,0.01,3,uniform,kd_tree,minkowski,2
389,0.8098415346121768,2.906,True,10,0.0001,3,uniform,kd_tree,minkowski,2
1157,0.8098415346121768,2.9382,True,10,0.01,3,uniform,kd_tree,minkowski,2
2122,0.8040033361134279,1.631,False,20,0.0001,3,uniform,auto,minkowski,1
7114,0.8040033361134279,1.6427,False,50,0.001,3,uniform,auto,minkowski,1
5767,0.8040033361134279,1.6436,True,40,0.01,3,uniform,brute,minkowski,1
6727,0.8040033361134279,1.6468,False,50,0.0001,3,uniform,brute,minkowski,1
199,0.8040033361134279,1.6471,False,10,1e-05,3,uniform,brute,minkowski,1
2698,0.8040033361134279,1.6496,True,20,0.01,3,uniform,auto,minkowski,1
5770,0.8040033361134279,1.6511,True,40,0.01,3,uniform,auto,minkowski,1
2506,0.8040033361134279,1.6516,False,20,0.001,3,uniform,auto,minkowski,1
7498,0.8040033361134279,1.652,False,50,0.01,3,uniform,auto,minkowski,1
7111,0.8040033361134279,1.6521,False,50,0.001,3,uniform,brute,minkowski,1
6922,0.8040033361134279,1.6529,True,50,0.001,3,uniform,auto,minkowski,1
7495,0.8040033361134279,1.6532,False,50,0.01,3,uniform,brute,minkowski,1
4999,0.8040033361134279,1.6535,True,40,0.0001,3,uniform,brute,minkowski,1
5002,0.8040033361134279,1.6537,True,40,0.0001,3,uniform,auto,minkowski,1
3466,0.8040033361134279,1.6542,True,30,0.0001,3,uniform,auto,minkowski,1
2119,0.8040033361134279,1.6551,False,20,0.0001,3,uniform,brute,minkowski,1
1546,0.8040033361134279,1.6559,True,20,1e-05,3,uniform,auto,minkowski,1
4615,0.8040033361134279,1.6567,True,40,1e-05,3,uniform,brute,minkowski,1
